-1.1409,27.692,-26.58
-1.5635,25.052,-28.925
-2.181,23.092,-31.562
-2.7514,22.469,-34.664
-2.6342,21.354,-39.721
-2.9019,19.965,-44.357
-3.1275,19.174,-46.606
-3.4922,17.745,-50.751
-3.709,16.684,-53.473
-3.9001,16.059,-55.1
-4.0511,15.252,-57.769
-4.5077,14.267,-61.277
-4.9072,13.649,-62.962
-5.423,12.345,-66.549
-5.8474,11.423,-68.758
-6.0529,10.282,-71.535
-5.962,9.3022,-74.464
-5.777,8.5325,-77.718
-5.1996,7.8322,-80.764
-4.5708,7.4682,-83.855
-4.0264,7.2751,-85.525
-3.6344,7.1543,-87.822
-3.113,6.8358,-89.072
-2.2115,6.6731,-92.619
-1.6203,6.1958,-94.791
-0.87632,4.7537,-99.908
-0.69321,4.1824,-102
-0.0045811,2.797,-105.58
0.44041,1.4378,-109.1
0.67424,-0.47912,-113.91
0.59093,-1.2412,-115.35
0.51246,-3.6506,-120.92
-0.17642,-5.7259,-126.13
-0.28061,-6.1597,-126.91
-0.2003,-6.9889,-128.55
-0.10384,-7.5582,-129.53
0.70012,-9.2582,-131.82
1.3727,-10.411,-133.43
-1.1527,-12.522,-135.82
-4.3774,-12.043,-135.74
-9.2111,-12.09,-137.64
-11.773,-12.623,-139.33
-13.947,-13.257,-140.86
-16.099,-14.408,-141.95
-17.549,-15.141,-142.75
-19.877,-16.343,-143.98
-21.84,-17.516,-144.98
-23.634,-18.811,-146.08
-25.047,-20.468,-147.79
-26.942,-21.829,-148.9
-28.368,-23.036,-149.98
-31.266,-24.98,-151.85
-34.357,-26.464,-153.37
-36.682,-27.604,-154.29
-38.26,-28.577,-154.82
-39.48,-29.29,-155.52
-41.294,-30.099,-156.75
-43.195,-30.943,-157.81
-43.803,-31.109,-158.17
-45.821,-32.288,-159.48
-47.25,-32.882,-160.64
-48.725,-34.114,-162.49
-50.869,-36.048,-164.6
-52.464,-36.91,-165.83
-53.279,-37.403,-166.8
-54.26,-37.519,-167.95
-54.873,-37.542,-168.64
-56.543,-37.595,-170.29
-58.242,-37.743,-173.02
-59.294,-37.992,-175.02
-60.246,-38.13,-176.52
-61.121,-37.951,-178.37
-62.507,-37.924,-179.89
-63.584,-38.12,-181.19
-64.109,-38.206,-181.82
-64.823,-38.671,-182.7
-65.179,-38.842,-183.41
-65.701,-39.09,-184.06
-66.421,-39.422,-185.04
-67.494,-39.84,-186.16
-68.948,-40.47,-188.28
-70.494,-41.762,-191.77
-71.567,-43.072,-194.93
-72.434,-43.306,-196.97
-73.232,-43.556,-198.63
-73.613,-43.527,-199.34
-75.361,-43.293,-201.23
-77.347,-43.655,-203.15
-79.603,-43.806,-205.66
-80.77,-44.064,-206.92
-82.01,-44.538,-208.09
-82.946,-44.72,-209.5
-85.51,-45.186,-210.79
-86.815,-45.987,-213.2
-87.091,-46.097,-214.16
-88.108,-46.311,-216.17
-89.219,-46.13,-217.94
