5.7619,5.7438,5.6895,5.5993,5.4735,5.3126,5.1173,4.8883,4.6266,4.3332,4.0094,3.6563,3.2756,2.8685,2.4369,1.9825,1.507,1.0124,0.50068,-0.026079,-0.56577,-1.1162,-1.6752,-2.2405,-2.8098,-3.3808,-3.9513,-4.5189,-5.0813,-5.6363,-6.1817,-6.7152,-7.2347,-7.7381,-8.2233,-8.6885,-9.1318,-9.5513,-9.9454,-10.313,-10.651,-10.96,-11.238,-11.483,-11.695,-11.873,-12.017,-12.125,-12.197,-12.234,-12.234,-12.197,-12.125,-12.017,-11.873,-11.695,-11.483,-11.238,-10.96,-10.651,-10.313,-9.9454,-9.5513,-9.1318,-8.6885,-8.2233,-7.7381,-7.2347,-6.7152,-6.1817,-5.6363,-5.0813,-4.5189,-3.9513,-3.3808,-2.8098,-2.2405,-1.6752,-1.1162,-0.56577,-0.026079,0.50068,1.0124,1.507,1.9825,2.4369,2.8685,3.2756,3.6563,4.0094,4.3332,4.6266,4.8883,5.1173,5.3126,5.4735,5.5993,5.6895,5.7438,5.7619
7.1232,7.1051,7.0508,6.9606,6.8348,6.6739,6.4785,6.2496,5.9879,5.6945,5.3706,5.0176,4.6368,4.2298,3.7982,3.3437,2.8682,2.3737,1.862,1.3352,0.7955,0.24505,-0.31395,-0.87924,-1.4485,-2.0196,-2.59,-3.1576,-3.72,-4.275,-4.8204,-5.3539,-5.8734,-6.3768,-6.8621,-7.3273,-7.7705,-8.1901,-8.5842,-8.9513,-9.2899,-9.5986,-9.8763,-10.122,-10.334,-10.512,-10.656,-10.764,-10.836,-10.872,-10.872,-10.836,-10.764,-10.656,-10.512,-10.334,-10.122,-9.8763,-9.5986,-9.2899,-8.9513,-8.5842,-8.1901,-7.7705,-7.3273,-6.8621,-6.3768,-5.8734,-5.3539,-4.8204,-4.275,-3.72,-3.1576,-2.59,-2.0196,-1.4485,-0.87924,-0.31395,0.24505,0.7955,1.3352,1.862,2.3737,2.8682,3.3437,3.7982,4.2298,4.6368,5.0176,5.3706,5.6945,5.9879,6.2496,6.4785,6.6739,6.8348,6.9606,7.0508,7.1051,7.1232
6.4006,6.3825,6.3282,6.238,6.1122,5.9513,5.7559,5.527,5.2653,4.9719,4.648,4.295,3.9142,3.5072,3.0756,2.6211,2.1456,1.6511,1.1393,0.61259,0.072897,-0.47756,-1.0366,-1.6018,-2.1711,-2.7422,-3.3126,-3.8802,-4.4426,-4.9977,-5.543,-6.0765,-6.596,-7.0994,-7.5847,-8.0499,-8.4931,-8.9127,-9.3068,-9.6739,-10.012,-10.321,-10.599,-10.844,-11.057,-11.235,-11.378,-11.486,-11.559,-11.595,-11.595,-11.559,-11.486,-11.378,-11.235,-11.057,-10.844,-10.599,-10.321,-10.012,-9.6739,-9.3068,-8.9127,-8.4931,-8.0499,-7.5847,-7.0994,-6.596,-6.0765,-5.543,-4.9977,-4.4426,-3.8802,-3.3126,-2.7422,-2.1711,-1.6018,-1.0366,-0.47756,0.072897,0.61259,1.1393,1.6511,2.1456,2.6211,3.0756,3.5072,3.9142,4.295,4.648,4.9719,5.2653,5.527,5.7559,5.9513,6.1122,6.238,6.3282,6.3825,6.4006
5.9728,5.9547,5.9004,5.8102,5.6844,5.5235,5.3281,5.0992,4.8375,4.5441,4.2203,3.8672,3.4864,3.0794,2.6478,2.1933,1.7179,1.2233,0.71156,0.1848,-0.35489,-0.90535,-1.4643,-2.0296,-2.5989,-3.17,-3.7404,-4.308,-4.8704,-5.4254,-5.9708,-6.5043,-7.0238,-7.5272,-8.0125,-8.4777,-8.9209,-9.3404,-9.7346,-10.102,-10.44,-10.749,-11.027,-11.272,-11.484,-11.663,-11.806,-11.914,-11.986,-12.023,-12.023,-11.986,-11.914,-11.806,-11.663,-11.484,-11.272,-11.027,-10.749,-10.44,-10.102,-9.7346,-9.3404,-8.9209,-8.4777,-8.0125,-7.5272,-7.0238,-6.5043,-5.9708,-5.4254,-4.8704,-4.308,-3.7404,-3.17,-2.5989,-2.0296,-1.4643,-0.90535,-0.35489,0.1848,0.71156,1.2233,1.7179,2.1933,2.6478,3.0794,3.4864,3.8672,4.2203,4.5441,4.8375,5.0992,5.3281,5.5235,5.6844,5.8102,5.9004,5.9547,5.9728
5.291,5.2729,5.2186,5.1284,5.0026,4.8417,4.6464,4.4174,4.1557,3.8623,3.5385,3.1854,2.8047,2.3976,1.966,1.5116,1.0361,0.54149,0.029782,-0.49698,-1.0367,-1.5871,-2.1461,-2.7114,-3.2807,-3.8517,-4.4222,-4.9898,-5.5522,-6.1072,-6.6526,-7.1861,-7.7056,-8.209,-8.6942,-9.1594,-9.6027,-10.022,-10.416,-10.783,-11.122,-11.431,-11.708,-11.954,-12.166,-12.344,-12.488,-12.596,-12.668,-12.704,-12.704,-12.668,-12.596,-12.488,-12.344,-12.166,-11.954,-11.708,-11.431,-11.122,-10.783,-10.416,-10.022,-9.6027,-9.1594,-8.6942,-8.209,-7.7056,-7.1861,-6.6526,-6.1072,-5.5522,-4.9898,-4.4222,-3.8517,-3.2807,-2.7114,-2.1461,-1.5871,-1.0367,-0.49698,0.029782,0.54149,1.0361,1.5116,1.966,2.3976,2.8047,3.1854,3.5385,3.8623,4.1557,4.4174,4.6464,4.8417,5.0026,5.1284,5.2186,5.2729,5.291
4.8017,4.7836,4.7293,4.6391,4.5132,4.3523,4.157,3.928,3.6663,3.373,3.0491,2.6961,2.3153,1.9083,1.4767,1.0222,0.54672,0.052133,-0.45957,-0.98633,-1.526,-2.0765,-2.6355,-3.2008,-3.7701,-4.3411,-4.9116,-5.4791,-6.0416,-6.5966,-7.1419,-7.6754,-8.1949,-8.6983,-9.1836,-9.6488,-10.092,-10.512,-10.906,-11.273,-11.611,-11.92,-12.198,-12.443,-12.656,-12.834,-12.977,-13.085,-13.158,-13.194,-13.194,-13.158,-13.085,-12.977,-12.834,-12.656,-12.443,-12.198,-11.92,-11.611,-11.273,-10.906,-10.512,-10.092,-9.6488,-9.1836,-8.6983,-8.1949,-7.6754,-7.1419,-6.5966,-6.0416,-5.4791,-4.9116,-4.3411,-3.7701,-3.2008,-2.6355,-2.0765,-1.526,-0.98633,-0.45957,0.052133,0.54672,1.0222,1.4767,1.9083,2.3153,2.6961,3.0491,3.373,3.6663,3.928,4.157,4.3523,4.5132,4.6391,4.7293,4.7836,4.8017
3.7343,3.7161,3.6619,3.5716,3.4458,3.2849,3.0896,2.8606,2.5989,2.3055,1.9817,1.6287,1.2479,0.84085,0.40924,-0.045224,-0.52071,-1.0153,-1.527,-2.0538,-2.5935,-3.1439,-3.7029,-4.2682,-4.8375,-5.4085,-5.979,-6.5466,-7.109,-7.664,-8.2093,-8.7428,-9.2623,-9.7657,-10.251,-10.716,-11.159,-11.579,-11.973,-12.34,-12.679,-12.988,-13.265,-13.511,-13.723,-13.901,-14.045,-14.153,-14.225,-14.261,-14.261,-14.225,-14.153,-14.045,-13.901,-13.723,-13.511,-13.265,-12.988,-12.679,-12.34,-11.973,-11.579,-11.159,-10.716,-10.251,-9.7657,-9.2623,-8.7428,-8.2093,-7.664,-7.109,-6.5466,-5.979,-5.4085,-4.8375,-4.2682,-3.7029,-3.1439,-2.5935,-2.0538,-1.527,-1.0153,-0.52071,-0.045224,0.40924,0.84085,1.2479,1.6287,1.9817,2.3055,2.5989,2.8606,3.0896,3.2849,3.4458,3.5716,3.6619,3.7161,3.7343
3.0666,3.0485,2.9942,2.9039,2.7781,2.6172,2.4219,2.1929,1.9312,1.6379,1.314,0.96098,0.58018,0.17316,-0.25845,-0.71291,-1.1884,-1.683,-2.1947,-2.7214,-3.2611,-3.8116,-4.3706,-4.9359,-5.5052,-6.0762,-6.6467,-7.2143,-7.7767,-8.3317,-8.877,-9.4105,-9.93,-10.433,-10.919,-11.384,-11.827,-12.247,-12.641,-13.008,-13.347,-13.655,-13.933,-14.178,-14.391,-14.569,-14.712,-14.82,-14.893,-14.929,-14.929,-14.893,-14.82,-14.712,-14.569,-14.391,-14.178,-13.933,-13.655,-13.347,-13.008,-12.641,-12.247,-11.827,-11.384,-10.919,-10.433,-9.93,-9.4105,-8.877,-8.3317,-7.7767,-7.2143,-6.6467,-6.0762,-5.5052,-4.9359,-4.3706,-3.8116,-3.2611,-2.7214,-2.1947,-1.683,-1.1884,-0.71291,-0.25845,0.17316,0.58018,0.96098,1.314,1.6379,1.9312,2.1929,2.4219,2.6172,2.7781,2.9039,2.9942,3.0485,3.0666
3.0721,3.054,2.9997,2.9095,2.7837,2.6228,2.4274,2.1985,1.9368,1.6434,1.3196,0.96652,0.58573,0.17871,-0.2529,-0.70736,-1.1828,-1.6774,-2.1891,-2.7159,-3.2556,-3.806,-4.365,-4.9303,-5.4996,-6.0707,-6.6411,-7.2087,-7.7711,-8.3261,-8.8715,-9.405,-9.9245,-10.428,-10.913,-11.378,-11.822,-12.241,-12.635,-13.002,-13.341,-13.65,-13.927,-14.173,-14.385,-14.563,-14.707,-14.815,-14.887,-14.923,-14.923,-14.887,-14.815,-14.707,-14.563,-14.385,-14.173,-13.927,-13.65,-13.341,-13.002,-12.635,-12.241,-11.822,-11.378,-10.913,-10.428,-9.9245,-9.405,-8.8715,-8.3261,-7.7711,-7.2087,-6.6411,-6.0707,-5.4996,-4.9303,-4.365,-3.806,-3.2556,-2.7159,-2.1891,-1.6774,-1.1828,-0.70736,-0.2529,0.17871,0.58573,0.96652,1.3196,1.6434,1.9368,2.1985,2.4274,2.6228,2.7837,2.9095,2.9997,3.054,3.0721
3.223,3.2049,3.1506,3.0604,2.9345,2.7736,2.5783,2.3493,2.0877,1.7943,1.4704,1.1174,0.73661,0.32959,-0.10202,-0.55648,-1.032,-1.5266,-2.0383,-2.565,-3.1047,-3.6552,-4.2142,-4.7794,-5.3488,-5.9198,-6.4902,-7.0578,-7.6203,-8.1753,-8.7206,-9.2541,-9.7736,-10.277,-10.762,-11.227,-11.671,-12.09,-12.484,-12.851,-13.19,-13.499,-13.777,-14.022,-14.234,-14.412,-14.556,-14.664,-14.736,-14.772,-14.772,-14.736,-14.664,-14.556,-14.412,-14.234,-14.022,-13.777,-13.499,-13.19,-12.851,-12.484,-12.09,-11.671,-11.227,-10.762,-10.277,-9.7736,-9.2541,-8.7206,-8.1753,-7.6203,-7.0578,-6.4902,-5.9198,-5.3488,-4.7794,-4.2142,-3.6552,-3.1047,-2.565,-2.0383,-1.5266,-1.032,-0.55648,-0.10202,0.32959,0.73661,1.1174,1.4704,1.7943,2.0877,2.3493,2.5783,2.7736,2.9345,3.0604,3.1506,3.2049,3.223
