-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58,-26.58
-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925,-28.925
-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562,-31.562
-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664,-34.664
-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721,-39.721
-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357,-44.357
-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606,-46.606
-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751,-50.751
-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473,-53.473
-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1,-55.1
